country,year,Adjusted savings: gross savings (% of GNI),"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",Bank nonperforming loans to total gross loans (%),Claims on other sectors of the domestic economy (% of GDP),Claims on other sectors of the domestic economy (annual growth as % of broad money),Domestic credit provided by financial sector (% of GDP),Domestic credit to private sector (% of GDP),Domestic credit to private sector by banks (% of GDP),Domestic general government health expenditure (% of current health expenditure),Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of general government expenditure),Domestic general government health expenditure per capita (current US$),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),Domestic private health expenditure per capita (current US$),"Domestic private health expenditure per capita, PPP (current international $)",Gross capital formation (% of GDP),Gross capital formation (annual % growth),Gross capital formation (constant 2015 US$),Gross capital formation (constant LCU),Gross capital formation (current LCU),Gross capital formation (current US$),Gross domestic income (constant LCU),Gross domestic savings (% of GDP),Gross domestic savings (current LCU),Gross domestic savings (current US$),Gross fixed capital formation (% of GDP),Gross fixed capital formation (annual % growth),Gross fixed capital formation (constant 2015 US$),Gross fixed capital formation (constant LCU),Gross fixed capital formation (current LCU),Gross fixed capital formation (current US$),"Gross fixed capital formation, private sector (% of GDP)","Gross fixed capital formation, private sector (current LCU)","Gross intake ratio in first grade of primary education, female (% of relevant age group)","Gross intake ratio in first grade of primary education, male (% of relevant age group)","Gross intake ratio in first grade of primary education, total (% of relevant age group)",Gross national expenditure (% of GDP),Gross national expenditure (constant 2015 US$),Gross national expenditure (constant LCU),Gross national expenditure (current LCU),Gross national expenditure (current US$),Gross national expenditure deflator (base year varies by country),Gross savings (% of GDP),Gross savings (% of GNI),Gross savings (current LCU),Gross savings (current US$),Gross value added at basic prices (GVA) (constant 2015 US$),Gross value added at basic prices (GVA) (constant LCU),Gross value added at basic prices (GVA) (current LCU),Gross value added at basic prices (GVA) (current US$),"Listed domestic companies, total",Market capitalization of listed domestic companies (% of GDP),Market capitalization of listed domestic companies (current US$),Net ODA received (% of gross capital formation),Net domestic credit (current LCU),"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","School enrollment, preprimary (% gross)","School enrollment, preprimary, female (% gross)","School enrollment, preprimary, male (% gross)","School enrollment, primary (% gross)","School enrollment, primary (gross), gender parity index (GPI)","School enrollment, primary and secondary (gross), gender parity index (GPI)","School enrollment, primary, female (% gross)","School enrollment, primary, male (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (gross), gender parity index (GPI)","School enrollment, secondary, female (% gross)","School enrollment, secondary, male (% gross)","School enrollment, tertiary (% gross)","School enrollment, tertiary (gross), gender parity index (GPI)","School enrollment, tertiary, female (% gross)","School enrollment, tertiary, male (% gross)","Stocks traded, turnover ratio of domestic shares (%)"
France,1983,20.47300026,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.7504058341737,-6.14987022865139,273303484418.324,246327453000,141489000000,121773818745.159,1216311319387.48,21.4830779447574,139750000000,120277132283.329,21.9407174656271,-3.02809249911711,282448160671.68,254569517000,142727000000,122839314915.225,..,..,..,..,..,100.267327889416,1343248359376.77,1210664942000,652251000000,561365866253.55,53.8754346782762,20.3883716955639,20.4730002615292,132628804484.247,114148209384.841,1215465295987.1,1095494524000,580338000000,499473276529.822,518,6.81224853530757,38139680000,..,..,..,..,109.342178344727,109.054817199707,109.616012573242,110.055450439453,0.986479997634888,1.04832994937897,109.157569885254,110.911849975586,86.1018905639648,1.10528004169464,90.8809432983398,81.5549011230469,27.7231197357178,0.987380027770996,27.545129776001,27.8972606658936,19.9771733795354
France,1984,20.30485332,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2292264826104,-0.353758783029363,272336649337.869,245456048000,150097000000,112660061547.699,1231656407824.33,21.3584996393364,151011000000,113346093222.247,21.2944288078299,-0.836885745436675,280084392276.77,252439061000,150558000000,113006079711.777,..,..,..,..,..,99.870726843274,1353777812011.84,1220155100000,706116000000,529997748254.898,57.8710034486599,20.1755051185919,20.3048533207284,142646873839.981,107068133183.202,1234440716899.24,1112597003000,630704000000,473394881032.8,504,7.73685037169568,41058210000,..,..,..,..,115.334571838379,114.94450378418,115.706619262695,110.500679016113,..,..,..,..,87.2996063232422,..,..,..,..,..,..,..,17.0654297885855
France,1985,20.22034612,16.9217540843,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.1685797207033,2.556839015024,279299859040.348,251731964000,160392000000,117091546211.126,1252277172600.17,20.8006187235132,157604000000,115056212585.779,21.1809858662327,2.30742499870098,286547129561.624,258263903000,160486000000,117160169367.791,..,..,..,..,..,100.36796099719,1384129251661.18,1247510744000,760477000000,555173747992.408,60.959555150733,20.1936592561837,20.2203461239143,153005134881.586,111698886612.342,1253956080040.58,1130186130000,674600000000,492480654110.089,489,14.2995004406821,79096030000,..,..,..,..,118.036361694336,117.658149719238,118.397300720215,110.001342773438,0.984019994735718,1.03999996185303,108.917991638184,111.035827636719,88.7761077880859,1.08605003356934,92.8479614257812,84.9051513671875,29.2940998077393,1.02068996429443,29.6039390563965,28.9914398193359,22.0437359498321
France,1986,21.37834009,16.6858754785,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.7569199946968,6.9590443428948,298736460080.609,269250103000,177231000000,167848281087.224,1296332292151.2,21.6358783986172,176245000000,166914480537.93,21.2262274796341,4.1840454180699,298536391606.658,269069782000,172908000000,163754143384.79,..,..,..,..,108.62079,100.12104159608,1440794306215.83,1298582755000,815582000000,772404583767.402,62.8055468055249,21.4700632218059,21.3783400871421,174894276202.302,165635264894.689,1279715011728.41,1153402563000,727086000000,688593616819.775,482,19.9024115157698,153541290000,..,..,..,..,119.214141845703,118.743812561035,119.663177490234,110.97038269043,0.979229986667633,1.03586995601654,109.615386962891,112.264556884766,89.907829284668,1.08176004886627,93.7589263916016,86.2457122802734,29.836799621582,1.0373899936676,30.4125308990479,29.275369644165,36.0506740564704
France,1987,21.21131074,16.4573332804,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.2629421378696,5.07868106553704,313908332114.578,282924457000,190567000000,207974462512.278,1329131471815.49,21.1649063123917,181168000000,197716904943.796,21.855340585035,5.15698563281997,313931870430.553,282945672000,187078000000,204166757612.136,..,..,..,..,114.06146,101.098035825478,1491823168427.64,1344574886000,865382000000,944430863254.393,64.3610117227788,21.3797408142477,21.2113107413271,183006946814.022,199723831511.537,1307474310835.06,1178421920000,763587000000,833337334933.974,481,16.6541314179137,155578450000,..,..,..,..,115.018043518066,114.69734954834,115.324203491211,109.596672058105,0.984220027923584,1.03451001644135,108.631622314453,110.518218994141,91.3123397827148,1.07492005825043,94.9487533569336,87.8530731201172,30.3171501159668,1.05155003070831,31.1304206848145,29.5255508422852,57.4680362222403
France,1988,22.53807681,16.2357904606,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.3426825116324,9.77181198584046,344582864136.703,310571303000,215970000000,237826230591.345,1396594060338.33,22.6839167112509,209875000000,231114414712.036,22.6192830855531,8.68754444139368,341204841189.905,307526703000,209277000000,230455896927.651,..,..,..,..,112.18028,100.658765800382,1562194564957.82,1408000374000,931310000000,1025558859156.48,66.1441585668215,22.6868909897163,22.5380768100579,209902518470.504,231144718060.24,1365864366132.74,1231048668000,824624000000,908076203061.337,459,21.8769403582951,222892560000,..,..,..,..,110.214546203613,109.971710205078,110.446296691895,108.323593139648,0.986679971218109,1.03297996520996,107.580497741699,109.032691955566,92.9126968383789,1.07041001319885,96.3986206054688,89.5943222045898,31.3626308441162,1.07278001308441,32.5644302368164,30.194450378418,28.8828797156801
France,1989,23.12735621,16.020930322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2683686332953,8.47832164325884,373797707685.766,336902537000,241985000000,248802179724.45,1454101162296.97,23.5829954438829,235151000000,241775652889.163,23.1648917232713,7.36523260550808,366335371404.796,330176760000,230982000000,237489204194.941,..,..,..,..,107.84394,100.685373189412,1624005560270.41,1463710403000,1003955000000,1032238330248.82,68.5897290845449,23.2157722397452,23.1273562081248,231489340314.67,238010837255.47,1428547015852.95,1287544316000,890915000000,916013777503.599,462,32.9840584037444,338156460000,..,..,..,..,106.252098083496,106.127510070801,106.370941162109,107.802558898926,0.986450016498566,1.03167998790741,107.080673217773,108.491119384766,94.7136001586914,1.06836998462677,98.1279678344727,91.4602890014648,34.8746299743652,1.12679994106293,37.2722015380859,32.5459213256836,32.7713035557564
France,1990,23.24636536,15.81245499,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.409660328073,4.27057781402223,389761029659.518,351290222000,257167000000,309802433441.754,1497295530362.84,23.6251668175856,248902000000,299845801710.637,23.3826524897821,4.60886405209138,383219270647.568,345394158000,246347000000,296767859294.061,..,..,..,..,99.3835,100.784493510487,1674589999327.3,1509301977000,1061811000000,1279136248644.74,70.3511302695392,23.3272993363522,23.2463653589685,245763829066.165,296065328353.409,1472086986702.27,1326786736000,943853000000,1137035296952.17,443,24.558168587513,311687270000,..,..,..,..,107.790649414063,107.611167907715,107.961921691895,107.549102783203,0.981939971446991,1.02837002277374,106.565063476562,108.48770904541,97.2011871337891,1.06582999229431,100.545600891113,94.0125885009766,37.1800117492676,1.1241899728775,39.6809501647949,34.7530517578125,39.1789533143269
France,1991,22.90077616,15.4493016654,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.6021635881488,-2.98410526211572,378130150263.772,340807352000,257666000000,299576793396.117,1510678201121.32,23.2882509469133,254239000000,295592372979.886,23.1784227424075,-0.534229649593556,381171999680.812,343548960000,253040000000,294198349029.183,..,..,..,..,99.27501,100.313912641236,1681518331492.06,1515546458000,1095132000000,1273261248692.01,72.2598765758192,22.9607705892912,22.9007761587317,250663880561.822,291435740683.434,1488357085661.74,1341450918000,979623000000,1138964073944.89,839,28.2202819763581,358193500000,..,..,..,..,108.868789672852,108.677719116211,109.051200866699,107.553421020508,0.985080003738403,1.02306997776031,106.716796875,108.351737976074,101.676246643066,1.05263996124268,104.459426879883,99.0200500488281,39.3352088928223,1.14437997341156,42.4466209411621,36.3180885314941,34.4684925885031
France,1992,22.29173407,15.2520333495,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9600117773654,-2.60062435507552,368296405482.128,331944233000,248364000000,307762081784.387,1536328304680.12,22.6295178618954,255936000000,317144981412.639,22.0808800839624,-1.48703841222515,375503825628.912,338440255000,249731000000,309456009913.259,..,..,..,..,100.19617,99.33049391547,1694218154439.59,1526992763000,1123411000000,1392083023543.99,73.5701587604708,22.3786751149872,22.2917340743157,253099011175.736,313629505793.973,1516576625139.09,1366885088000,1019900000000,1263816604708.8,786,23.3583988441913,327360000000,..,..,..,..,109.968269348145,109.997291564941,109.940559387207,107.764709472656,0.98387998342514,1.01954996585846,106.863563537598,108.62476348877,104.472091674805,1.04648995399475,107.053558349609,102.006309509277,42.4382705688477,1.16668999195099,46.3633003234863,38.6348114013672,35.6621242668622
France,1993,21.13522343,15.9263769602,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.5434100999983,-9.79203696543811,332232685314.938,299440131000,223209000000,258523280055.594,1530452002121.45,21.2234451926638,242397000000,280747046560.111,20.7063362048963,-5.4379187251233,355084232781.483,320036149000,236491000000,273906648135.279,..,..,..,..,..,98.3199649073345,1671036632291.8,1506099340000,1122931000000,1300591846189.48,74.5588933064668,21.2372059859379,21.1352234286777,242554164634.534,280929076481.972,1507387510675.44,1358602972000,1030121000000,1193098216353.95,726,34.4711799304626,455990150000,..,..,..,..,111.230461120605,111.340118408203,111.125762939453,107.537490844727,0.984860002994537,1.0150500535965,106.668037414551,108.367721557617,103.914360046387,1.03759002685547,106.06462097168,101.860137939453,45.4095916748047,1.18256998062134,50.0500984191895,40.912239074707,35.2165063214633
France,1994,21.28409461,16.6678815541,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.3173747549512,6.8900537583588,355123695935.977,320071717000,239718000000,283220699432.892,1564963000664.34,21.8118652356579,257351000000,304053638941.399,20.4236579207656,1.55546334861066,360607437879.094,325014194000,240972000000,284702268431.002,..,..,..,..,..,98.5055095192933,1711077604456.3,1542188125000,1162234000000,1373149810964.08,75.3626604406645,21.3533117895095,21.2840946057065,251940679211.532,297661483000.392,1538478509456.19,1386625178000,1057108000000,1248946124763.71,218,32.4624375621998,452520780000,..,..,..,..,113.107070922852,113.06591796875,113.146362304688,109.019523620605,0.980199992656708,0.987689971923828,107.836143493652,110.150398254395,110.920097351074,0.992669999599457,110.710731506348,111.120109558105,49.6853713989258,1.19459998607635,55.1307907104492,44.4021415710449,45.4186612159557
France,1995,21.80222217,17.4871062539,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.5131362182368,3.73308585712995,368380768404.28,332020269000,249906000000,328434748324.353,1594870630700,22.1129418447261,269396000000,354049152319.622,20.074154150999,1.32940532437178,365401372358.339,329334950000,244558000000,321406229465.107,..,..,..,..,..,98.4001943735107,1740764453650.75,1568944776000,1198783000000,1575480352214.48,76.4069595270446,21.8752199817545,21.8022221690904,266499898728.32,350243000037.219,1573353590711.44,1418057964000,1090700000000,1433434091207.78,710,31.225107574739,499943560000,..,..,..,..,113.09375,113.02027130127,113.163948059082,108.47004699707,0.981930017471313,0.984420001506805,107.405693054199,109.487129211426,111.132141113281,0.985979974269867,110.499397277832,111.736679077148,51.3481597900391,1.2027599811554,57.2343788146973,45.6294403076172,42.2562378841324
France,1996,21.57876501,18.3969460895,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.6222687512078,-3.17236475704441,356694386735.693,321487375000,245723000000,315069880753.943,1614073354815.59,21.4042383966346,268038000000,343682523400.436,19.8600776512338,0.751683961875287,368148035870.829,331810508000,248701000000,318888319015.258,..,..,..,..,..,98.2180303545732,1757489815706.1,1584019285000,1229951000000,1577062443903.06,77.6474763689509,21.7625763480066,21.5787650120892,272525344330.129,349436266611.269,1596631709270.51,1439038449000,1116862000000,1432057956148.22,708,36.4903401010648,585916300000,..,..,..,..,112.717567443848,112.5712890625,112.85733795166,108.281631469727,0.984260022640228,0.98675000667572,107.378860473633,109.14412689209,110.755790710449,0.988380014896393,110.181457519531,111.304817199707,53.614070892334,1.19923996925354,59.6375389099121,47.7554588317871,46.0694163995779
France,1997,22.52488887,19.4133157548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4520013892574,2.50172716735766,365617907113.1,329530112000,251471000000,282615194425.714,1651040215193.62,22.464895337711,290421000000,326389076196.898,19.519375731468,0.788760131731564,371051840803.531,334427697000,252342000000,283594066082.266,..,..,..,..,..,96.9871060515464,1775963567036.2,1600669611000,1253827000000,1409111036187.91,78.3314052683668,22.7988060048228,22.5248888653225,294737720304.968,331240413918.822,1633087327142.87,1471895767000,1154044000000,1296970105641.72,740,46.4183185924564,674404750000,..,..,..,..,111.607810974121,111.542976379395,111.669700622559,106.844192504883,0.989019989967346,0.98921000957489,106.299072265625,107.36450958252,110.575416564941,0.989260017871857,110.118522644043,111.012329101562,54.3035583496094,1.20304000377655,60.5318298339844,48.2413902282715,58.3398634128837
France,1998,23.54943384,18.9005717712,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.680510926876,10.3829348985261,403579776386.006,363745009000,279579000000,310850567044.696,1715160016503.28,23.4268020616971,316706000000,352130309094.952,19.901087065869,6.40982047608335,394835597672.24,355863912000,269042000000,299134978874.805,..,..,..,..,..,97.253708865179,1850276997405.52,1667648040000,1314769000000,1461828997109.18,78.839717282311,23.8563316570802,23.5494338443273,322512793418.801,358586605980.432,1693471014006.6,1526319368000,1207167000000,1342191460973.98,784,10.0558719447354,151150690000,..,..,..,..,110.573127746582,110.608108520508,110.539772033691,106.687553405762,0.989030003547668,0.990629971027374,106.175590515137,107.175888061523,110.374359130859,0.991609990596771,110.104751586914,110.632171630859,54.0280609130859,1.19324994087219,59.891429901123,48.3173789978027,399.585374039642
France,1999,24.01450027,18.4132486843,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3638981897917,7.19216906148669,432605916201.658,389906165000,299308000000,318995417061.005,1774846095952.49,23.7559769849943,332821000000,354712783158.688,20.8092939395389,7.84102688108482,425794763021.813,383767297000,291538000000,310714334061.005,..,..,..,..,96.57721,97.6079212047974,1921311707341.25,1731671370000,1367486000000,1457434371600.78,78.9691406632195,24.4938780481338,24.0149163972182,343158986515.574,365730765705.451,1751916074515.34,1578995692000,1251478000000,1333795777435.52,1144,100.656333315236,1502951790000,..,..,..,..,108.959571838379,108.907531738281,109.009262084961,106.357803344727,0.988960027694702,0.995480000972748,105.828132629395,106.862579345703,110.674018859863,0.999790012836456,110.643951416016,110.702766418457,53.0050811767578,1.18439996242523,58.4657516479492,47.6845283508301,48.1456753845711
France,2000,23.46404906,17.9495017424,..,..,..,..,..,..,72.7290802,6.97070313,13.49542141,1572.29595064,1829.73926177208,27.27091599,589.55716119,686.089590475352,22.4880544574712,8.55013128607493,469594289988.227,423243654000,332505000000,307105790611.765,1832205060246.41,23.816757237494,352151000000,325251082749.805,21.5143532498977,6.64715706612175,454098009699.193,409276912000,318108000000,293808540743.53,..,..,..,..,96.48031,98.6712972199772,2004640875251.88,1806775651000,1458939000000,1347494368654.12,80.7482101716678,23.8386009528445,23.4678664835227,352473977898.616,325549389190.022,1819912830533.8,1640280925000,1326341000000,1225025191879.22,1185,105.93088070984,1446634120000,..,..,..,..,108.32682800293,108.327590942383,108.326110839844,100.428260803223,0.99074000120163,0.996110022068024,99.9500503540039,100.884262084961,105.590217590332,0.999549984931946,105.565856933594,105.613571166992,50.6030807495117,1.17640995979309,55.5665092468262,45.7639694213867,74.6768906570515
France,2001,23.51512458,18.0865366986,..,..,..,..,76.9794029671142,76.9572341984235,72.75836945,7.06165648,13.6540575,1595.38420949,1953.29022880452,27.24163246,597.33154741,731.33598036356,22.1648680275647,0.743179955629046,473084220624.198,426389116000,340940000000,305355931125.985,1869775888122.45,23.7372903393577,365127000000,327018522509.056,21.513392276687,2.27468804788089,464427322851.486,418586685000,330919000000,296380827630.315,..,..,..,..,..,98.427577688207,2040116801008.41,1838749976000,1514013000000,1355994747908.27,82.3392532841017,23.9404762643034,23.5164854369577,368252405897.515,329817728316.477,1856032808552.11,1672835732000,1384016000000,1239565596214.17,936,85.2652518516862,1174663000000,..,1580977000000,..,..,108.38793182373,108.500282287598,108.281219482422,100.382209777832,0.991659998893738,0.997730016708374,99.9516906738281,100.792190551758,104.571113586426,1.00157999992371,104.655410766602,104.490211486816,50.4472885131836,1.1692099571228,55.1610488891602,45.8273506164551,83.5038117315349
France,2002,22.51032977,18.4323539407,..,..,..,..,76.0706362099659,76.0502939690823,73.0019989,7.31639624,13.85807896,1788.37252027,2099.87304471601,26.9980011,661.38577211,776.586611162993,21.3155824714122,-1.9625003748923,463799941020.892,418021228000,338455000000,320034155260.785,1899154124668.17,23.3056582289403,370054000000,349913339412.55,20.9533898171654,-0.917374378499403,460166785584.896,414746678000,332704000000,314596160765.491,..,..,..,..,..,98.009924242472,2062175017910.82,1858630968000,1556230000000,1471530198819.61,83.7299080233554,22.7523875694286,22.5178533352894,361269008019.782,341606481817.414,1876718981842.74,1691480106000,1430220000000,1352378453670.59,874,64.4071544355359,967015060000,..,1596168000000,..,..,107.921340942383,108.197021484375,107.659736633301,100.249298095703,0.992330014705658,0.999239981174469,99.8540420532227,100.625900268555,103.186340332031,1.00369000434875,103.38053894043,103.000282287598,50.2516899108887,1.18769001960754,55.499828338623,45.0830993652344,106.776523211541
France,2003,21.94334705,17.5180117395,..,..,..,..,75.5721281979265,75.5540987547419,72.63542175,7.32370949,13.74813557,2183.64312079,2075.98652065149,27.36457825,822.66296814,782.10455575054,21.1861288577796,0.350623581250289,465426132983.936,419486909000,345475000000,390787636480.391,1914686032455.28,22.6122332838239,368730000000,417092771399.999,21.0348409790846,1.91907191116792,468997717111.58,422705965000,343008000000,387997063792.94,..,..,..,..,..,98.5738955739557,2089656741301.52,1883400147000,1607411000000,1818239657117.25,85.3462288701839,22.2383462168424,21.9470541357782,362633150720.335,410196256977.892,1890095171614.98,1703536018000,1469233000000,1661938176449.8,817,73.510025121304,1355925340000,..,1673160000000,..,..,107.552169799805,107.760749816895,107.354248046875,99.9754486083984,0.992579996585846,1.00241994857788,99.5940475463867,100.338500976562,102.772102355957,1.00878000259399,103.231269836426,102.332740783691,52.3169784545898,1.19310998916626,57.9472503662109,46.7568588256836,81.3482805771592
France,2004,22.24132879,17.4693236478,..,..,..,..,76.6170447629985,76.6019040867502,72.64557648,7.38390923,13.93587112,2512.53966384,2160.01239578564,27.35442543,946.087589,813.344740047983,21.8896033436247,6.60303561463465,496158386304.682,447185779000,373003000000,463979295799.615,1964205698477.75,22.9023267933045,390260000000,485445318077.221,21.3646091974327,3.48012997640097,485319447253.416,437416682000,364057000000,452851345675.291,..,..,..,..,..,98.9872765503202,2153199646293.91,1940671140000,1686762000000,2098167159356.76,86.9164262421092,22.5524343676712,22.2444745392564,384297766587.648,478028882123.473,1947380646916.34,1755167212000,1532690000000,1906516641633.21,787,73.5556365841485,1559109680000,..,1756788000000,..,..,106.348197937012,106.507621765137,106.19669342041,99.8111801147461,0.995379984378815,1.0014899969101,99.5740432739258,100.036636352539,102.220016479492,1.00541996955872,102.502822875977,101.949783325195,53.4576301574707,1.1939799785614,59.2412605285645,47.7497291564941,84.9032782607058
France,2005,22.08523256,17.4633167016,..,..,..,..,80.1488755057605,80.1358510225635,72.54794312,7.41065979,13.90521812,2593.60729683,2274.78132679622,27.45205688,981.41793188,860.774562116313,22.4526234423709,2.84085576880567,510253530444.432,459889682000,396492000000,493271840273.93,1989728990228.92,22.5380753777808,398001000000,495149172494.941,21.7974353093739,2.89952224547304,499391392588.135,450099676000,384922000000,478877715822.568,..,..,..,..,..,99.9145480645901,2201636946019.24,1984327505000,1764396000000,2195067900214.78,88.9165722671369,22.4640693861935,22.0858876211003,396694124494.26,493523301391.047,1976251260762.55,1781188193000,1586085000000,1973232919657.59,749,80.0435615798352,1758513210000,..,1872919000000,..,..,110.135078430176,110.088218688965,110.179679870605,104.636489868164,0.990299999713898,0.998440027236938,104.11351776123,105.133781433105,106.781677246094,1.00385999679565,106.991889953613,106.580841064453,53.8823318481445,1.20218002796173,59.996898651123,47.8665504455566,72.3028472444628
France,2006,22.84917883,17.5296998277,..,..,..,..,84.2600523442078,84.2225012999479,71.27339935,7.40223789,13.99930096,2716.6304043,2418.28894853382,28.72660065,1094.93240736,974.686485107816,23.2377116371985,3.8372678689495,529833325218.356,477536881000,429468000000,539239515543.529,2029740526682.33,23.0044514760969,425157000000,533826629015.293,22.4507088435956,3.64548140665623,517596612951.378,466507976000,414923000000,520976830655.293,..,..,..,..,..,100.233260161102,2253438352071.18,2031015927000,1852462000000,2325949107832.94,91.2086397439659,23.3077574035684,22.8505730927355,430762551531.623,540864952923.632,2025209733087.51,1825314289000,1654464000000,2077343051971.76,730,104.641838714103,2428251770000,..,2347492000000,..,..,109.670776367188,109.469192504883,109.862953186035,104.278846740723,0.988749980926514,0.995469987392426,103.674560546875,104.85376739502,106.927520751953,0.999970018863678,106.926139831543,106.928840637207,53.8754196166992,1.20964002609253,60.2636413574219,47.6299514770508,83.005284497332
France,2007,23.28405878,18.09526842,..,..,..,..,88.8146454032225,88.7796699221165,71.09663391,7.33408451,13.95229912,3065.91113162,2517.08202364118,28.903368,1246.40445183,1023.28544605132,24.1648122965344,6.11943897166762,562256152206.651,506759459000,469126000000,642926880625.1,2085158212515.66,23.4505707339185,455260000000,623923832133.335,23.1826657600857,5.53448415209947,546242915466.975,492326786000,450059000000,616795975851.375,..,..,..,..,..,100.714241562616,2327146230276.02,2097448574000,1955226000000,2679594294703.54,93.2192581137391,23.7487174153115,23.2861631696733,461048100413.892,631856296639.349,2076909448954.48,1871911058000,1742511000000,2388073058591.77,707,102.99745268657,2740341210000,..,2670962000000,..,..,109.257698059082,108.951889038086,109.550140380859,103.85977935791,0.992049992084503,0.997829973697662,103.434463500977,104.263397216797,106.69352722168,1.00177001953125,106.79029083252,106.601119995117,52.9475402832031,1.2119300365448,59.3123588562012,46.7422904968262,105.671596640332
France,2008,22.93439125,19.5486911355,2.81942025282791,..,..,..,92.5250705186762,92.493951956956,70.62645721,7.4163928,13.91539669,3395.28622912,2617.75854460043,29.37354279,1412.09955632,1088.72578920488,24.1298848613216,-0.146488632193439,561432510859.86,506017114000,480759000000,707078928400.781,2086793467767.08,22.9715214969032,457680000000,673135362937.5,23.5960509541353,0.853106131828469,550902947273.503,496526856000,470123000000,691435973235.156,..,..,..,..,..,101.158363364418,2338715772470.64,2107876161000,2015459000000,2964247346291.41,95.61562663358,23.4409629272694,22.9412229100443,467033057170.33,686891422920.294,2087589297171.39,1881536767000,1792805000000,2636777758152.34,673,50.2475845553422,1472406870000,..,2853866000000,..,..,108.583488464355,108.316040039063,108.838859558105,103.622146606445,0.989250004291534,0.997569978237152,103.048461914062,104.167762756348,106.432838439941,1.00341999530792,106.61882019043,106.255546569824,52.4755210876465,1.20974004268646,58.7141609191895,46.3992118835449,163.404318400117
France,2009,20.49320634,19.377150481,4.02193112740747,..,..,..,95.0680688403664,95.0359993844317,70.67965698,7.97806454,13.95940399,3348.52673268,2781.97869813221,29.32034683,1389.08382614,1154.06025477514,21.3331598174365,-13.4981078920584,485649744802.904,437714378000,413100000000,576184618476.562,2041708214064.17,20.5417517462619,397775000000,554809577861.328,22.0675038808689,-9.06976238159412,500937359002.597,451493050000,427320000000,596018424515.625,..,..,..,..,..,100.791408071175,2279301655636.64,2054326430000,1951747000000,2722262407547.26,95.0066635709886,20.9719335759451,20.5004518316141,406105135589.988,566428304554.079,2032793615396.13,1832149615000,1750127000000,2441046375648.83,652,72.0572491777284,1946185140000,..,2722029000000,..,..,107.460021972656,107.049667358398,107.852836608887,103.041137695312,0.990390002727509,0.998329997062683,102.531387329102,103.5263671875,106.239227294922,1.00396001338959,106.454376220703,106.034080505371,52.7731018066406,1.21283996105194,59.1619987487793,46.5701904296875,65.9808537023359
France,2010,20.60726412,19.7529568199,3.75857389340272,..,..,..,95.8849068981987,95.8514280387453,70.44328308,7.9076767,13.90193653,3235.02319063,2855.27233698459,29.55671692,1357.35673064,1198.02019832061,21.9462944966869,3.36242987202033,501979376895.547,452432217000,437892000000,580520722600.015,2073448884151.93,20.655052977288,412128000000,546364958400.014,22.1054193151969,2.08121631108165,511362949026.461,460889597000,441067000000,584729873016.682,..,..,..,..,..,101.291241519399,2326140237157.12,2096541876000,2021053000000,2679343646316.74,96.3993623564522,21.0861195111512,20.6090604608065,420729023132.855,557767478117.625,2068195168284.58,1864056908000,1797790000000,2383360166166.73,617,72.26387973887,1911515390000,..,2870186000000,15.77314,9.49464,105.919166564941,105.602882385254,106.221321105957,102.761512756348,0.988030016422272,1.00078999996185,102.128540039062,103.365493774414,106.424942016602,1.00995004177094,106.964630126953,105.910720825195,54.881721496582,1.20472002029419,61.2457084655762,48.7074699401855,70.6337389206163
