Series Name,Series Code,Country Name,Country Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mexico,MEX,21.3820984081042,23.1722888888889,23.6922909090909,22.2885557986871,22.8457111952407,23.6054942233633,25.9466492829205,25.7298176698355,25.9443022589866,21.5598864632214,19.7815112646511,18.9307417598047,20.009776685914,17.8341987947217,18.3105787376877,22.7512685293159,23.1062411899557,23.270603544648,23.4262767281749,23.3205990261669,23.0205762195685,24.923352431517,20.9658717581977,21.572121837794,22.5969336586754,23.6931621173314,22.5787666718658,22.9581812252814,20.835012679742,20.7057750786872,21.0958741702819,22.1175582529566,21.644027862808,22.8229170421764,23.1188099489241,24.1068438470757,22.8889164924856,22.7930949876979,23.281208621555,23.8865551677091,22.4933833312547,21.8715017854012,23.3130632996543,23.6213119440465,22.9049722926955,22.7114071414312,21.1601980477389,18.7695221422839,20.7343819365211,21.6115773389126
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Japan,JPN,42.4485374672429,41.6089345213289,36.546477862193,35.5057908514862,34.4004081931535,34.4644868909396,36.2320920438448,35.9520436202127,34.7425721839061,33.555215831157,32.1572793315632,31.9748053060352,31.8541682899492,31.7754965964958,32.6652819750881,34.6403350867058,35.4827657713704,36.052322652684,35.8368952049662,34.1540892966005,32.3588758931618,30.6525083081156,30.9336318941132,32.0269488823051,31.1103727489921,29.5908237393136,28.2004333138473,28.417439318872,27.7549548681953,25.8988591910406,25.6609651799745,25.638207264098,26.052325978807,26.0775543929763,25.7687401593638,25.869579962101,22.6031764761029,22.5903041279796,23.5405686895679,24.0049297197241,24.4176240405457,25.0363619892408,25.1653478796719,24.8355973184149,25.2148269758242,25.6417143090178,25.7896961306359,25.2633549156864,25.5987984985965,..
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,"Korea, Rep.",KOR,26.010891393628,32.5996204933586,28.5263097993095,27.6359792161848,30.1057066546289,34.4844858772784,37.4738830268222,34.0306254735671,32.1599845378882,31.9669870440906,32.4767443056047,32.2979770025435,32.2700519802064,32.6140108636336,32.5855520806457,34.8157159129749,36.716067014954,39.553052959719,41.234017826544,38.7383404530073,37.6542961146489,38.5126018340191,38.9494879502633,39.4235194434807,37.1886218828056,27.7790487352091,31.0128277310285,32.8936286973186,31.6029375635501,31.0928327590252,32.2796152215581,32.5495531236433,32.5081847804131,32.9933079853202,33.0974830502206,33.6668294033225,29.3999897291047,32.5521135765371,33.3194258170924,31.3166467538553,29.8853272856136,29.7904786327772,29.5292808218765,30.1426786021619,32.2880634736146,31.487184177201,31.4949336660816,31.8845852650415,32.0899829991244,33.1550415474777
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.2693243496163,33.8394415357766,30.1303942874884,36.2674293886307,34.6133613887428,27.0071715934931,25.5374539500614,25.4388784044713,23.6674001136852,21.9763894687502,14.9641222334913,14.8303000466388,18.6937601947688,21.9498173349418,20.0295461890033,20.858958480261,20.9012750793662,20.0774969175315,21.1715918032687,24.1645140336108,25.5012197086864,18.9263757355943,22.6150505520224,24.2607379312639,24.5536933545168,23.2716819870194,22.3908642287739,22.148725318159,23.0954224731096,23.6067558621651,21.9180891512463,22.6615137722235,23.4558291480158,23.2052921393991,22.2854338509025
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Saudi Arabia,SAU,-13.4052980864995,30.9305720003875,17.3978709128766,30.7667334811027,30.5982701683864,36.287852771605,26.2819630200001,22.9094929627933,21.1590274803827,25.8535366634834,34.3505387237551,32.82880120641,21.4530626814996,19.4594702540399,17.718168125742,19.6882984340163,19.4450552784473,15.6841468673643,19.9856697415833,22.9635994840013,25.055028058108,20.3569900715965,20.286149164862,18.5712462269021,18.7775284001711,22.949319890532,21.5136100273251,19.3170011216114,19.623132634667,19.6933513218545,19.4924706622149,19.864626689648,20.174851054806,22.2151682479145,26.4729307221365,27.2957857659293,31.7153042150142,30.9263417368568,27.541063697833,27.0463299376238,26.8900305669227,29.017995756944,34.2235046839676,30.8975612529173,28.7961311173978,26.1230575425205,28.2955638979648,27.6915009832194,25.1281028798414,27.2753496130735
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,South Africa,ZAF,24.0003465754018,27.230380827081,29.3539237314844,27.6695637593271,27.3036330424193,24.7259114003031,25.6066314996232,29.6839323922627,31.9039870808304,24.8177451863287,25.2647390862186,23.8013849065947,20.720595298589,19.8015726234653,16.7239888069194,19.8647985515339,21.3094797014767,18.2312412035802,17.8354850806236,15.7145549853145,14.161207817224,16.4704957860317,17.7000132325077,16.5683988950434,16.2941004369842,16.4278913701127,15.6550464913797,15.0602810875446,14.5737803066035,15.036119660525,15.6571145272722,16.9603513170499,16.8318153447643,18.4902026867601,19.3259650755187,21.2872491181391,18.7669441984248,17.5956446037105,18.8532376550132,18.5845354435045,19.1687625943111,18.4879638168327,18.6332066638376,16.9604522948246,16.6107340612402,16.1884435765952,15.8532849875773,12.4000529574742,12.797529874463,15.1077472722654
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Turkiye,TUR,15.467032967033,17.8902783380395,18.7092770710518,20.3231292517007,20.6664773265171,15.1463430052469,14.5027176847486,18.1642641379574,17.869889887356,16.9525933550638,16.2852910296423,16.1803146778439,16.5132281916485,18.8475566423189,25.6665047328829,25.14260066783,23.4725869123308,24.5492675167824,22.7120396231239,23.3622714401738,26.6156090890252,21.3205329264016,25.4735572675252,24.55131495025,25.1107862720154,23.8808516756945,21.3389083641806,23.7182041889344,18.0254338636225,21.107589539959,22.3086235794323,24.9817147999942,26.8036143020067,29.3486961432471,28.6014978751041,28.7390137050564,22.8163441268722,26.7525140795599,31.0033305545783,28.072859732263,29.6194607828599,28.9674633636774,28.1992021702007,28.0196036096236,30.6942181017627,29.3770492856674,25.2325449997412,31.5484413613926,31.8770767506007,35.0541666920245
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,European Union,EUU,28.788530576882,28.8465812475212,25.6856830418823,26.7177871370122,25.7937674463271,25.0287092861366,25.944989431174,26.5701522540317,24.1648918120556,23.5940033371697,22.8261567992718,22.8816695304844,22.7921076810965,22.6896655492287,22.7716117203684,23.8372835200239,24.6982977122112,24.9064427537408,24.3126066686078,23.3212918261552,21.4399536584431,21.8445576089675,22.2887706623958,21.7316643838293,21.9611418879703,22.7126679052632,22.989877406369,23.6505906046088,23.0143138351789,22.0746488333039,22.0439766424828,22.2913289837496,22.5230380246131,23.5556822210358,24.4413654487014,24.0155314578381,20.6278333385814,21.1729784918152,21.7310051362598,20.2965080228937,19.8885441449097,20.3089690797298,20.7642655398382,20.968918750544,21.5795810974229,22.1871414085762,22.9734301307717,22.4386722162864,23.304956063728,24.8030764039625
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Argentina,ARG,-4.70004320971834,1.10725309945398,1.79205846136003,6.9433860287363,20.8964444349682,-15.922914769771,10.2115612172125,8.10700961691026,-14.9759380695599,-19.9428841877366,0.399509089967736,-4.13438860385106,-14.1047118790883,11.0407766460997,12.935919957749,-3.51973086904714,-21.6015601472355,-16.8500891694968,29.9416785576087,32.6434665284517,14.3639342075828,12.635527414646,-12.6354437237582,13.1032468404997,16.5927668791403,4.89937718054631,-16.921669009796,-3.80791012226115,-11.9335481324028,-37.5944884935092,40.1915283553837,29.613408721586,14.7963315610916,6.86650708997149,20.3300602381165,6.68344541722719,-23.0715438214624,32.5421212514853,16.092739932697,-11.1850671806337,4.66902552438771,-6.22353058509574,4.5567090210921,-5.08399241911893,15.452352566205,-9.84709805863248,-19.9699198388164,-7.57766140824869,33.1404845312625,8.77914080758715
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Brazil,BRA,24.5798042546392,16.4867508251901,10.1192037863812,0.662378834267145,-0.0198047982652838,3.15114136525511,0.28077895467284,16.7711668234519,-12.8845750667378,-9.01648515749449,-22.5567152748402,2.07580803811828,30.5534396297444,9.53402801226078,-1.47330937325336,-4.93260464576589,1.19783200837776,-10.9049574006306,8.95564473339314,-8.57459312159141,14.2820673649586,13.032375094627,8.09305124765936,-10.0641100803977,8.906325044138,5.34064363995128,-4.91655897261739,6.15691374023488,-0.167061116320326,-5.77013728053346,0.101443664620859,10.5819354877202,-0.55847606889246,9.4017910079145,18.9999633389802,13.8018179422301,-13.6597338043104,27.0176586341309,6.43258722483513,-1.57076013747063,6.12605052141673,-4.54689830633978,-18.7659991819008,-13.0710221880656,1.50472315926163,4.73954436473345,4.34487180335989,-4.81097685851928,23.1580299007147,-5.45382411697832
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Canada,CAN,12.4433789571829,11.0308051930131,-0.192081730520925,6.67272566414042,0.354811969774033,0.424469475258377,13.7732476858334,-3.34443492728929,8.63863673064141,-22.1499117794119,8.7289453639186,11.6250096714777,8.6954804713599,2.62415027629108,8.27657414795986,11.2353229717549,5.12214375087379,-7.97065109819891,-7.44081892837417,-3.42718316293217,3.64296640332005,8.95567269312903,3.11443050058553,0.584628065982358,15.9618057195091,1.60215747963916,5.39744787438403,8.32765748296553,-3.18370278012112,2.29163638406551,9.47002891181839,8.7016197506297,11.1470366570073,5.69831828299252,2.95811446066025,1.72298981802832,-13.8288360458958,12.3355380209607,7.9743839915716,3.57253759063498,3.63753310972692,0.819585105618685,-6.71211336739914,-4.75974902721684,7.33392527319887,1.8246562960874,0.208505880148266,-9.49242275309425,12.8849917005787,7.19346230131927
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9946463432466,5.04826011122088,8.51841033874308,6.32691254412303,7.27717444528298,21.1093405298278,13.0249684252084,23.7906440569952,19.2049937795997,10.6747054064276,15.3867231286448,17.5105247515272,13.8981792641626,20.8668304853003,15.8793500771218,8.82693837219347,7.50272038571325,9.36883422426354,7.4729762146704,3.56025625894819,7.23956966641614,6.31926780489196,6.75958586594282,3.98397321675222,4.30966612948669,3.87184374083729,3.62137025404137
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,France,FRA,8.91219737802579,3.10501311421967,-14.7332989667331,9.26515179822272,1.06014061881051,0.572735862634531,5.55762505283113,3.05261271707671,-7.5896291377618,3.42466326679633,-6.14987022865139,-0.353758783029363,2.556839015024,6.9590443428948,5.07868106553704,9.77181198584046,8.47832164325884,4.27057781402223,-2.98410526211572,-2.60062435507552,-9.79203696543811,6.8900537583588,3.73308585712995,-3.17236475704441,2.50172716735766,10.3829348985261,7.19216906148669,8.55013128607493,0.743179955629046,-1.9625003748923,0.350623581250289,6.60303561463465,2.84085576880567,3.8372678689495,6.11943897166762,-0.146488632193439,-13.4981078920584,3.36242987202033,6.98395910209904,-2.50121429482441,0.251852804894412,3.23879454925904,2.22753410896921,0.738153870803004,5.41602751167471,3.11699889807203,3.81122628932164,-8.65556459486498,9.90701192170602,4.51700465458048
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Germany,DEU,2.46913593475453,-9.59603203184616,-6.55377779673367,9.39597315436242,1.6717810591291,3.40926044923387,11.2910301976501,-3.0017056141228,-12.0540549294163,-4.08727538553745,8.58698948494272,1.63765390600068,-0.217738484919366,5.70264405020973,1.12854468952055,8.17909900830402,8.37841073047593,8.64770743021013,6.83760683760684,0.204257455405227,-5.38568797657891,4.1841472227616,1.26251611072026,-4.11650849142985,1.84956833918086,4.65551377662862,4.3222205883787,3.33669412770192,-2.39001130486433,-7.73535853797829,-0.498266501055255,-2.78684970045042,-1.9372907682074,9.39819751824322,6.6075141962592,0.528738247190603,-16.8890614762644,12.2231326702341,9.35672568793642,-8.76623335627509,2.8783759763881,3.46932480762693,-1.67158324933946,3.7799992300701,6.87993841438225,2.81283834161286,1.24517722401016,-3.28252205255009,3.50138822308928,2.30143678693568
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,India,IND,19.4404894945051,-5.14704384344232,-10.0678990287783,18.2799325568427,16.6300645060402,18.9982550389191,-11.6326437056743,8.56470992690394,-5.48082282816034,3.01255951124911,6.77462573936734,5.03612020732919,7.96894764000065,3.58731808288462,13.1722772270664,12.303095586104,8.12917820664279,18.6892908302113,-16.5158871159468,12.9244646467808,2.30324161069959,19.4769004426688,7.78046734829702,0.909081619570799,14.8802010376387,3.77918387528086,17.6348834258905,-5.52571648443386,4.5663801939277,7.56040038844709,15.7044772227628,29.7729866451803,16.2481146786376,13.3751725890637,18.1495248221322,-5.2241401418589,17.2529527156806,14.0791838659142,3.94011575095536,4.29406896407976,-3.70665496893385,7.69362223588857,4.72952352097509,3.67456808127109,10.8362897885911,10.9547336776308,-2.58942798718874,-7.93676718423482,17.9089587624406,9.62807874478528
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Indonesia,IDN,17.054284256488,19.2054053763834,14.5837636219329,5.99951689896766,15.9523537189687,15.0391539865984,24.7874369991194,24.369558436537,12.3981033052395,5.64782433416914,627.743894708461,52.6104417670683,46.0526315789474,-3.6036036036036,-19.0654205607477,-71.5935334872979,22.7642276422764,103.311258278146,-33.1549227922818,13.7443951286727,38.4507623296129,36.4000631567372,7.80078839855169,-52.0801324341708,-25.7726506180931,-164.509353333391,85.7266702352875,49.33297830538,29.1054605130227,-79.3543251237206,435.615999731175,-53.7167774612698,41.2265216843464,-17.6564840338398,-137.635083922357,-17.9395926934929,67.3893722391638,-6.0630929781757,7.8704586374094,10.9812348559631,2.84675099016738,5.65795232401121,3.00234647065913,4.98580582999078,5.69016067744998,8.52394066301368,2.35984713910533,-6.89722578137564,4.07467247380416,4.02541495590434
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Italy,ITA,16.1412703821702,9.45039764932685,-21.7885811457893,17.0110794271443,-6.10109686846222,-0.50426307380863,9.92269040805809,11.1383826941581,-8.61583682671207,-1.69786627859909,-4.00223926443581,9.98590170446691,3.27330490704448,3.63144349312449,7.24042089920101,5.31944727645481,4.38785632073984,4.63693611433334,1.56182126388944,-1.78532966604415,-11.30246250583,5.33699954120743,8.3377342311129,-0.140540872520319,2.93890629756849,3.59639182477991,4.8879820753378,5.62123887317405,2.53355036010132,4.26335149760003,-0.131344543384955,1.6163758658334,-0.351967464269421,4.75998369179635,2.42908187186472,-3.56443271017902,-14.7407727980385,5.653008438729,-0.586800293888047,-15.5749891595364,-5.39284278081888,1.00778228259327,1.33506241253068,5.27688515675212,4.23933365847179,3.59608981745552,-1.21362872254643,-10.5252732077209,21.2139911766215,7.40053321087342
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,United States,USA,8.98741965728964,-4.82866624083003,-12.4166381571345,14.9717764446099,11.0208037355883,10.680327092647,3.85311626273275,-7.70410101182975,6.77104484042479,-10.1760394990996,8.67042151579516,23.7425033608995,2.40296474868977,1.81125751528582,3.4994098413808,1.68888624795242,3.62264127066712,-1.02705188103809,-5.25382183256143,5.50554251910683,5.37942197175083,9.03486261333173,2.86456086476899,7.5917276512407,9.4817934532355,8.6603963572809,7.95128797619853,6.09796335438028,-3.9924446898216,0.472452385992611,4.1315826534792,7.82486001482634,5.60903918553296,3.05720455176466,-1.61930078114429,-6.2137922234308,-16.5958949726061,10.4575425810656,4.21805954369461,7.66297098374447,4.66574255285541,4.3948810935035,5.04799124347824,-0.473252554625759,3.83374375588699,5.32873872296264,2.81881410539953,-3.80495930697117,6.94349058511767,..
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,United Kingdom,GBR,19.5253411292749,-7.42643562373046,-12.6204345339938,11.5932940201431,1.63295719563222,1.42525808978399,3.25477786272346,-15.1619119533485,-8.96296855812486,10.4682197372763,10.4087489219665,8.29562463848194,3.55958721169051,2.3954957615735,9.68337471045437,18.0035474805613,3.82052276510314,-6.08643596160074,-8.86120379549359,4.07414054524369,3.76510581850977,10.3701279913829,5.10578215045851,2.26529208047491,4.97679062962035,8.17827312780422,4.12688101265547,2.26687623662016,1.52708724334869,3.24086991352,1.88908915684564,1.44251816835168,2.79325836355801,6.06320329565966,1.48111489075993,-6.74300255971882,-14.8437909127222,10.7654302932618,0.37356001633124,2.78588295806239,7.41967583331606,12.8164685708142,2.90595636270116,-0.206987027524391,0.934139982954974,0.875639140051291,2.57802303386092,-14.5904869191785,13.9786205742052,3.29845368726389
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Mexico,MEX,14.2776732153562,17.1868040976982,2.29987532848605,0.272789554956816,-5.74600671583389,14.0452602817029,15.6167957844863,12.7457290327594,15.2062439527689,-24.4606116965689,-27.3503868997945,5.43304778535597,11.0630541591921,-18.8817802505921,5.54145805721743,11.9988303382922,4.4472164997309,11.1015442698388,7.53981150832107,14.1176744044769,-2.59930739333863,14.4453002945799,-31.2627367389051,15.7568385202248,14.0929920956589,10.284114311926,2.89714724819848,5.36183487965589,-8.74956669711074,-0.616771934816569,1.7858334106669,8.56773225607948,2.5138596372515,10.7432568659135,5.04786096861515,5.14607289817867,-11.8700460875802,6.78636363626612,6.45755311105192,5.34027594904607,-2.11263710572877,1.53800725134295,4.53432991767396,0.537765302074902,-1.21997282813439,0.449154593004209,-5.31023954931277,-20.7322054304257,14.552292562945,5.46566058968807
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Japan,JPN,11.8710695205681,-6.45090291195481,-5.19916285860904,3.67216842572601,3.03924420400361,7.50211389926332,6.40336031029759,-0.931814907476138,2.93983809609742,-0.0769822941582277,-2.4845602598093,5.42514869797202,9.87140571064865,5.17976694228975,6.64815402463854,15.5589721717219,9.21277388380308,7.32309438305442,2.98614798237497,-3.61108484041043,-3.06042276650319,-2.25134416307698,4.25360510278159,7.14879231804863,-1.66818017069772,-4.87474841159249,-4.53017517557515,2.91344317927029,-1.08575625982814,-6.15464557829189,0.520319016853009,1.78182838456158,2.19162204310568,-0.0611716926643453,-0.880873137036545,-2.90210989739279,-15.9664663504691,2.90817609233937,3.05266643284835,2.96727767768583,2.49527513271784,2.60459794280898,3.31698171046372,0.721243648895069,2.11078003416169,1.19609685618414,0.0619283778348318,-5.3733040501145,0.700494166852494,..
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,"Korea, Rep.",KOR,31.8505799488383,30.9667199982991,-0.469176789548229,22.4015528089613,31.2294074338123,31.8664161864385,16.9120294165776,-15.7383225585478,2.36698416668946,9.63655315395806,15.8540195299985,10.0474190081837,7.25080067468366,14.7992130245707,14.4974880782162,19.2737619599378,17.154683589749,15.960209021886,19.5901196804615,0.96065921770392,5.09402774283897,14.9986830158043,9.18107372573635,11.2655357648148,-1.07772882638761,-27.5769692245847,25.8530476580559,14.3820289447381,1.71387158374424,7.91678215055327,5.48353227133748,4.14380768999372,2.21655497463706,5.00098307179555,5.03432158889095,-0.261421995150727,-9.8874912196741,17.0517807348651,3.22228020770493,-2.63319393377058,1.00837559738336,3.55204323752503,6.50952643868999,6.26934353755044,10.8977134759559,-1.31596939809188,-1.92037774260648,0.886441483133609,2.34246460097043,-0.37454651464671
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.30000000056172,-36.9000000003382,-29.3999999997943,-31.1999999995331,-10.7999999981434,-6.88890886703778,-4.10018789250583,-45.1998273202193,-6.60061506748551,75.2011289186001,16.6995324717359,-2.59970012607388,14.3000260635526,12.2002665093164,9.49991743632145,17.7000440799719,21.9998127424297,10.4999333529384,-41.0000438645524,28.4997366869416,20.9999758925727,5.54193333887459,-5.1548502687484,-6.38493091537133,-11.74313147216,-0.639176708239958,6.40962100599796,-1.59119425116916,2.34344248044044,-4.34713068043628,14.1407661775375,-4.94398533086392
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-6.31207676020132,22.5998665582556,-0.170556750602699,18.4530921359401,15.7826382566872,26.1952703650709,20.4465461393467,24.8117091837431,-3.69538063034285,12.0537868236319,12.4141049888078,2.91197558488057,0.93332600221791,6.20380147950628,5.59659610304443,-11.1202588929459,-2.97408316212426,-9.42089107998108,16.6523305575963,-10.5094705431542,7.43676633036021,4.19863657977348
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,South Africa,ZAF,13.4944822276402,16.0418757154769,2.0622292049167,-10.7516616746817,-5.48227727935179,-2.66371484246525,9.5399864114144,31.5418855808523,9.98555157432367,-19.9954606312932,3.31234758587489,0.0848759867526923,-18.039142869812,-12.9998884158774,-3.98258807983053,21.4682976587546,2.98715363980206,-11.3791016958476,-0.678394345009892,-6.12887098197218,-0.241847058178507,20.9729420460964,14.2294074179706,1.02763059496959,2.94450907069208,3.34004213254406,-3.12985554621785,3.51280232119464,0.47858691655361,8.89593785908487,11.4410330206098,15.9766546214481,6.48311989128561,12.7672211449941,8.62950285533708,8.79825720720898,-8.42163585671187,0.764004963082783,11.732356734551,-0.71552928886581,5.00443945603482,-3.22085532968552,4.00533113024204,-8.38581264256115,2.97641067709678,-1.24139147445887,-0.249647563204746,-25.3721339509151,7.01334009620574,14.1573014476333
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,European Union,EUU,8.28024877991147,-0.133353408187858,-11.3040720208473,8.63373296548342,-0.478566381618279,0.0387333977277109,7.47417409072915,2.48388862747268,-9.85092673962804,-1.13812669828101,-0.372604750445163,3.35292417697242,2.67236475727766,5.86340552713716,4.06412049071851,9.04232606799999,8.06912808278109,5.47842964899228,0.129369141671347,-1.41728263773237,-7.77767071531908,6.01198745160612,5.21763756602938,0.082862526067089,4.2493396203289,6.95459108109301,4.91725486984018,5.68736310612555,0.528633971886222,-1.9751238236867,1.44024324362422,3.31853756919493,2.09365288915855,7.28878521392546,7.02270474196199,-1.17263750513632,-16.3725987966464,4.40202920940864,4.05646120454499,-7.06747292986712,-0.796976590121929,4.02381436297104,5.05409191986683,3.29997699434554,5.33946571960379,3.97654698870423,5.0868617369554,-6.82950074485686,6.44172712052784,5.93161352172295
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,Argentina,ARG,47164202352.7723,47686429445.1561,48540998138.9485,51911387021.9374,62759021166.3979,52765955715.7298,58154183585.4888,62868748841.4001,53453563949.8048,42793381597.0775,42964345046.4624,41188032061.1422,35378578810.2516,39284648677.2558,44366479385.8286,42804898715.3761,33558372773.4109,27903757037.259,36258610274.8512,48094677583.604,55002965429.062,61952880204.7193,54124858891.2047,61216972753.7914,71374562333.2949,74871471352.9671,62201968787.8538,59833373722.1354,52693129269.7639,32883416849.5726,46099764656.8876,59751476384.421,68592502942.9073,73302412020.6709,88204836540.4656,94099958646.0021,72389645451.0118,95946771647.2003,111387236082.203,98928498895.7575,103547495760.094,97103185691.3638,101527895313.53,96366224812.4992,111257073625.268,100301480488.223,80271355237.5789,74188663729.8627,98775146357.2082,107446755538.808
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,354944531372.181,..,..,..,..,..,..,..
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,Brazil,BRA,126576525228.518,147444881546.127,162365129582.368,163440601834.952,163408232753.475,168557457170.003,169030731036.268,197379156921.26,171947691281.646,156444053218.582,121155413569.647,123670367383.141,161455918421.433,176849170911.185,174243635499.63,165648885840.023,167633081216.136,149352765120.152,162728268163.812,148774981274.953,170023124322.846,192181175632.204,207734496664.472,186827868245.2,203467365464.151,214333832377.189,203795983110.093,216343525996.245,215982100086.629,203519636410.252,203726094187.649,225284258046.238,224026099378.068,245088565044.777,291655302551.317,331909036428.311,286571145579.752,363995959436.407,387410317022.03,381325030193.799,404685194194.279,386284569953.451,313794410716.177,272778273666.556,276882831523.851,290005816162.254,302606197096.791,288047882982.02,354754097851.371,335406433306.784
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,Canada,CAN,98448044437.0394,109307656435.22,109097696397.148,116377486383.626,116790407635.437,117286147265.879,133440258829.98,128977436206.605,140119328384.989,109083020761.809,118604818045.42,132392639614.038,143904815737.195,147681094356.958,159904029633.931,177869763808.153,186980508799.747,172076944821.682,159273010940.022,153814433125.991,159417841248.228,173694781324.871,179104384572.378,180151479071.993,208906908162.287,212253925816.892,223710220824.192,242340041768.817,234624655121.676,240001399084.433,262729600966.497,285591331814.949,317426302261.596,335514263278.396,345439159218.012,351391040758.821,302797749852.317,340149481411.963,367274307205.092,380395319890.738,394232325599.615,397463395021.764,370785201353.99,353136756339.479,379035542161.615,385951638046.076,386756369905.93,350043820249.939,395146937437.532,423571683416.918
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,472675010340.77,534097456287.457,561060085128.262,608853485426.389,647375112971.161,694485729257.42,841087086777.427,950638414258.692,1176801415664.04,1402806054340.56,1552551468064.95,1791438263885.81,2105128504491.87,2397703037787.13,2898027666223.07,3358215624674.47,3654643248269.86,3928840912282.89,4296927504289.72,4618035874646.92,4782449785914.51,5128678569927.16,5452773503612.96,5821358410665.06,6053279770597.11,6314155918593.6,6558630169314.37,6796142451338.51
Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,France,FRA,286890235327.922,295798214758.269,252217379439.674,275585702506.259,278507298478.163,280102409656.602,295669451349.26,304695094621.659,281569866938.923,291212686742.347,273303484418.324,272336649337.869,279299859040.348,298736460080.609,313908332114.578,344582864136.703,373797707685.766,389761029659.518,378130150263.772,368296405482.128,332232685314.938,355123695935.977,368380768404.28,356694386735.693,365617907113.1,403579776386.006,432605916201.658,469594289988.227,473084220624.198,463799941020.892,465426132983.936,496158386304.682,510253530444.432,529833325218.356,562256152206.651,561432510859.86,485649744802.904,501979376895.547,537037411278.904,523604954779.441,524923668544.619,541924867709.213,553996428982.422,558085775067.066,588311854183.441,606649528195.566,629770314498.201,575260138127.525,632251228592.641,660810046016.813
